t_ms,sample_index
17805557,127936
17805561,128000
17805565,128064
17805569,128128
17805573,128192
17805577,128256
17805581,128320
17805585,128384
17805589,128448
17805593,128512
17805597,128576
17805601,128640
17805605,128704
17805609,128768
17805613,128832
17805617,128896
17805621,128960
17805625,129024
17805629,129088
17805633,129152
17805637,129216
17805641,129280
17805645,129344
17805649,129408
17805653,129472
17805657,129536
17805661,129600
17805665,129664
17805669,129728
17805673,129792
17805677,129856
17805681,129920
17805685,129984
17805689,130048
17805693,130112
17805697,130176
17805701,130240
17805705,130304
17805709,130368
17805713,130432
17805717,130496
17805721,130560
17805725,130624
17805729,130688
17805733,130752
17805737,130816
17805741,130880
17805745,130944
17805749,131008
17805753,131072
17805757,131136
17805761,131200
17805765,131264
17805769,131328
17805773,131392
17805777,131456
17805781,131520
17805785,131584
17805789,131648
17805793,131712
17805797,131776
17805801,131840
17805805,131904
17805809,131968
17805813,132032
17805817,132096
17805821,132160
17805825,132224
17805829,132288
17805833,132352
17805837,132416
17805841,132480
17805845,132544
17805849,132608
17805853,132672
17805857,132736
17805861,132800
17805865,132864
17805869,132928
17805873,132992
17805877,133056
17805881,133120
17805885,133184
17805889,133248
17805893,133312
17805897,133376
17805901,133440
17805905,133504
17805909,133568
17805913,133632
17805917,133696
17805921,133760
17805925,133824
17805929,133888
17805933,133952
17805937,134016
17805941,134080
17805945,134144
17805949,134208
17805953,134272
17805957,134336
17805961,134400
17805965,134464
17805969,134528
17805973,134592
17805977,134656
17805981,134720
17805985,134784
17805989,134848
17805993,134912
17805997,134976
17806001,135040
17806005,135104
17806009,135168
17806013,135232
17806017,135296
17806021,135360
17806025,135424
17806029,135488
17806033,135552
17806037,135616
17806041,135680
17806045,135744
17806049,135808
17806053,135872
17806057,135936
17806061,136000
17806065,136064
17806069,136128
17806073,136192
17806077,136256
17806081,136320
17806085,136384
17806089,136448
17806093,136512
17806097,136576
17806101,136640
17806105,136704
17806109,136768
17806113,136832
17806117,136896
17806121,136960
17806125,137024
17806129,137088
17806133,137152
17806137,137216
17806141,137280
17806145,137344
17806149,137408
17806153,137472
17806157,137536
17806161,137600
17806165,137664
17806169,137728
17806173,137792
17806177,137856
17806181,137920
17806185,137984
17806189,138048
17806193,138112
17806197,138176
17806201,138240
17806205,138304
17806209,138368
17806213,138432
17806217,138496
17806221,138560
17806225,138624
17806229,138688
17806233,138752
17806237,138816
17806241,138880
17806245,138944
17806249,139008
17806253,139072
17806257,139136
17806261,139200
17806265,139264
17806269,139328
17806273,139392
17806277,139456
17806281,139520
17806285,139584
17806289,139648
17806293,139712
17806297,139776
17806301,139840
17806305,139904
17806309,139968
17806313,140032
17806317,140096
17806321,140160
17806325,140224
17806329,140288
17806333,140352
17806337,140416
17806341,140480
17806345,140544
17806349,140608
17806353,140672
17806357,140736
17806361,140800
17806365,140864
17806369,140928
17806373,140992
17806377,141056
17806381,141120
17806385,141184
17806389,141248
17806393,141312
17806397,141376
17806401,141440
17806405,141504
17806409,141568
17806413,141632
17806417,141696
17806421,141760
17806425,141824
17806429,141888
17806433,141952
17806437,142016
17806441,142080
17806445,142144
17806449,142208
17806453,142272
17806457,142336
17806461,142400
17806465,142464
17806469,142528
17806473,142592
17806477,142656
17806481,142720
17806485,142784
17806489,142848
17806493,142912
17806497,142976
17806501,143040
17806505,143104
17806509,143168
17806513,143232
17806517,143296
17806521,143360
17806525,143424
17806529,143488
17806533,143552
17806537,143616
17806541,143680
17806545,143744
17806549,143808
17806553,143872
17806557,143936
17806561,144000
17806565,144064
17806569,144128
17806573,144192
17806577,144256
17806581,144320
17806585,144384
17806589,144448
17806593,144512
17806597,144576
17806601,144640
17806605,144704
17806609,144768
17806613,144832
17806617,144896
17806621,144960
17806625,145024
17806629,145088
17806633,145152
17806637,145216
17806641,145280
17806645,145344
17806649,145408
17806653,145472
17806657,145536
17806661,145600
17806665,145664
17806669,145728
17806673,145792
17806677,145856
17806681,145920
17806685,145984
17806689,146048
17806693,146112
17806697,146176
17806701,146240
17806705,146304
17806709,146368
17806713,146432
17806717,146496
17806721,146560
17806725,146624
17806729,146688
17806733,146752
17806737,146816
17806741,146880
17806745,146944
17806749,147008
17806753,147072
17806757,147136
17806761,147200
17806765,147264
17806769,147328
17806773,147392
17806777,147456
17806781,147520
17806785,147584
17806789,147648
17806793,147712
17806797,147776
17806801,147840
17806805,147904
17806809,147968
17806813,148032
17806817,148096
17806821,148160
17806825,148224
17806829,148288
17806833,148352
17806837,148416
17806841,148480
17806845,148544
17806849,148608
17806853,148672
17806857,148736
17806861,148800
17806865,148864
17806869,148928
17806873,148992
17806877,149056
17806881,149120
17806885,149184
17806889,149248
17806893,149312
17806897,149376
17806901,149440
17806905,149504
17806909,149568
17806913,149632
17806917,149696
17806921,149760
17806925,149824
17806929,149888
17806933,149952
17806937,150016
17806941,150080
17806945,150144
17806949,150208
17806953,150272
17806957,150336
17806961,150400
17806965,150464
17806969,150528
17806973,150592
17806977,150656
17806981,150720
17806985,150784
17806989,150848
17806993,150912
17806997,150976
17807001,151040
17807005,151104
17807009,151168
17807013,151232
17807017,151296
17807021,151360
17807025,151424
17807029,151488
17807033,151552
17807037,151616
17807041,151680
17807045,151744
17807049,151808
17807053,151872
17807057,151936
17807061,152000
17807065,152064
17807069,152128
17807073,152192
17807077,152256
17807081,152320
17807085,152384
17807089,152448
17807093,152512
17807097,152576
17807101,152640
17807105,152704
17807109,152768
17807113,152832
17807117,152896
17807121,152960
17807125,153024
17807129,153088
17807133,153152
17807137,153216
17807141,153280
17807145,153344
17807149,153408
17807153,153472
17807157,153536
17807161,153600
17807165,153664
17807169,153728
17807173,153792
17807177,153856
17807181,153920
17807185,153984
17807189,154048
17807193,154112
17807197,154176
17807201,154240
17807205,154304
17807209,154368
17807213,154432
17807217,154496
17807221,154560
17807225,154624
17807229,154688
17807233,154752
17807237,154816
17807241,154880
17807245,154944
17807249,155008
17807253,155072
17807257,155136
17807261,155200
17807265,155264
17807269,155328
17807273,155392
17807277,155456
17807281,155520
17807285,155584
17807289,155648
17807293,155712
17807297,155776
17807301,155840
17807305,155904
17807309,155968
17807313,156032
17807317,156096
17807321,156160
17807325,156224
17807329,156288
17807333,156352
17807337,156416
17807341,156480
17807345,156544
17807349,156608
17807353,156672
17807357,156736
17807361,156800
17807365,156864
17807369,156928
17807373,156992
17807377,157056
17807381,157120
17807385,157184
17807389,157248
17807393,157312
17807397,157376
17807401,157440
17807405,157504
17807409,157568
17807413,157632
17807417,157696
17807421,157760
17807425,157824
17807429,157888
17807433,157952
17807437,158016
17807441,158080
17807445,158144
17807449,158208
17807453,158272
17807457,158336
17807461,158400
17807465,158464
17807469,158528
17807473,158592
17807477,158656
17807481,158720
17807485,158784
17807489,158848
17807493,158912
17807497,158976
17807501,159040
17807505,159104
17807509,159168
17807513,159232
17807517,159296
17807521,159360
17807525,159424
17807529,159488
17807533,159552
17807537,159616
17807541,159680
17807545,159744
17807549,159808
17807553,159872
17807557,159936
